MJD,DM,DM_uncertainty,TOA_correction,TOA_uncertainty,DM_fit
58467.4422,9.001742,0.002597,0.019056952324498264,5.497925311203319e-06,9.035089341082445
58340.7566,9.004147,0.000402,0.019062043780167667,8.510458125158777e-07,9.038239014576712
58524.3163,9.003525,0.000753,0.019060726987890592,1.5941231264289948e-06,9.033410625233918
58413.6521,9.133186,0.10831,0.019335223134897113,0.0002292954526208824,9.036526097195116
58431.5933,9.02629,0.10682,0.019108921161825724,0.00022614107883817426,9.03606318809184
58431.596,9.481606,0.29618,0.02007283851299856,0.0006270217630620713,9.036063117199475
58355.7016,9.003671,0.000216,0.01906103607418071,4.5727834702345663e-07,9.037909792612819
58371.7207,9.001687,0.002541,0.019056835887882123,5.379371665678719e-06,9.037544332711725
58276.9566,9.003156,0.000283,0.01905994580404776,5.991193157761029e-07,9.039517075026213
58242.0718,9.002996,0.000699,0.01905960707934626,1.4798035396731305e-06,9.040128609283233
58389.5905,9.002997,0.000279,0.019059609196375647,5.906511982386315e-07,9.037121296022413
58307.8638,9.006297,0.003795,0.019066595393344057,8.03412651367601e-06,9.038923709744624
58538.2306,9.009583,0.000355,0.01907355195190109,7.515454314505886e-07,9.032974951584455
58260.1299,9.003952,0.000617,0.019061630959437716,1.3062071301549665e-06,9.0398197533042
58453.4621,9.003667,0.001179,0.019061027606063173,2.495977644169701e-06,9.035476866883533
58322.7852,9.004132,0.001031,0.019062012024726904,2.1826572952832585e-06,9.038619905752777
58833.2991,9.003958,0.000131,0.019061643661614024,2.77330849352189e-07,9.021424321924005
58844.2717,9.003785,8.7e-05,0.019061277415530528,1.841815564400034e-07,9.020909648055445
58865.2717,9.003932,5.4e-05,0.01906158861885003,1.1431958675586416e-07,9.019907611059512
58882.1877,9.002913,9.6e-05,0.019059431365907358,2.0323482089931409e-07,9.019084183799094
58903.1508,9.004084,6.3e-05,0.019061910407316453,1.3337285121517485e-07,9.018043620381084
58991.1025,9.003639,5.2e-05,0.01906096832924041,1.1008552798712845e-07,9.013435001068924
58993.0331,9.003575,6.9e-05,0.01906083283935981,1.4607502752138198e-07,9.013329438887013
59001.0742,9.004078,0.000257,0.019061897705140145,5.440765517825388e-07,9.012887731062694
59008.8916,9.003627,3.7e-05,0.019060942924887796,7.833008722161063e-08,9.01245516800197
59016.008,9.002337,0.000323,0.019058211956981964,6.838004911508172e-07,9.012058698992684
59022.8061,9.003496,7.6e-05,0.019060665594038444,1.6089423321195698e-07,9.011677564700223
59032.9365,9.003566,7.7e-05,0.019060813786095348,1.6301126259632483e-07,9.011105257334524
59037.9634,9.003907,0.000112,0.01906153569311542,2.3710729104919975e-07,9.010819335441488
59044.7891,9.003914,9.1e-05,0.01906155051232111,1.926496739774748e-07,9.010429049424124
59062.692,9.004053,4.6e-05,0.019061844779405538,9.738335168092132e-08,9.009394156130522
59075.6881,9.004011,5.1e-05,0.019061755864171394,1.0796849860276061e-07,9.008632722975223
59082.6954,9.004163,7.4e-05,0.01906207765263782,1.5666017444322126e-07,9.008218615710112
59093.6865,9.004109,3.3e-05,0.01906196333305106,6.986196968413922e-08,9.007564063749038
59100.5997,9.00406,6.5e-05,0.01906185959861123,1.3760690998391057e-07,9.007149224203568
59106.7667,9.003943,7e-05,0.019061611906173257,1.4819205690574983e-07,9.00677711648461
59113.6142,9.004996,0.000187,0.019063841138114997,3.9588449487678886e-07,9.006361688806892
59133.508,9.0041,0.000111,0.0190619442797866,2.349902616648319e-07,9.005141272740973
59156.5847,9.004063,0.000148,0.019061865949699382,3.133203488864425e-07,9.003700453911549
59166.4918,9.004492,0.000105,0.019062774155305277,2.2228808535862478e-07,9.003073607893658
59175.4558,9.00396,4.5e-05,0.01906164789567279,9.526632229655348e-08,9.00250214495143
59187.4869,9.003966,3.9e-05,0.019061660597849098,8.256414599034634e-08,9.00172874705019
59196.5188,9.004058,4.1e-05,0.01906185536455246,8.679820475908206e-08,9.001143323818837
59208.2645,9.004228,6.8e-05,0.0190622152595478,1.4395799813701413e-07,9.000375811528915
59217.358,9.004065,3.7e-05,0.019061870183758153,7.833008722161063e-08,8.999776800008835
59230.3087,9.003471,6.2e-05,0.019060612668303833,1.31255821830807e-07,8.998916466459068
59238.4144,9.003788,4.3e-05,0.01906128376661868,9.103226352781777e-08,8.998373665624676
59252.2104,9.003786,7.6e-05,0.01906127953255991,1.6089423321195698e-07,8.997442150730164
59264.1994,9.004055,4.1e-05,0.019061849013464305,8.679820475908206e-08,8.996624807386123
59272.1949,9.003549,0.000956,0.019060777796595815,2.0238800914556695e-06,8.996075667228581
59281.1133,9.003425,4.1e-05,0.019060515284952156,8.679820475908206e-08,8.995459316507109
59288.118,9.003361,6.2e-05,0.019060379795071556,1.31255821830807e-07,8.994972393564032
59301.069,9.003281,4.9e-05,0.019060210432720805,1.0373443983402489e-07,8.994065568028395
59309.0867,9.003536,5.1e-05,0.019060750275213822,1.0796849860276061e-07,8.99349990806881
